scientific.name,scientific.name.new,english.name,english.name.new,deutscher.name,DDA_Kuerzel,western_palearctic,middle_europe,baden_wuerttemberg,bavarian_forest,voslappergroden,neerie,neerie_live,ICE_Werk_live,Ziegenmelker_Zwergohreule_Wallis,eastern_palearctic,Südostasien,Autor,Brutverbreitung,birdnet.names,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
Haematopus ostralegus,NA,Eurasian Oystercatcher,NA,Austernfischer,Au,1,1,2,2,1,2,,,2,1,NA,"Linnaeus, 1758","PAL: nw, z, e",Haematopus ostralegus_Eurasian Oystercatcher,Eurasian Oystercatcher,euroys1,species,5640,EUOY,EO,HAOS,Charadriiformes,haemat1,Oystercatchers,Haematopodidae,NA,NA,NA
Porphyrio melanotus,NA,Australasian Swamphen,NA,Australpurpurhuhn,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Temminck, 1820","AU, PO: weit verbreitet",Porphyrio melanotus_Australasian Swamphen,Australasian Swamphen,purswa6,species,5382,NA,"PUKE,AUSW,PS",POME,Gruiformes,rallid1,"Rails, Gallinules, and Coots",Rallidae,NA,NA,NA
Acrocephalus australis,NA,Australian Reed Warbler,NA,Australrohrsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gould, 1838)","AU: Australien, Melanesien",Acrocephalus australis_Australian Reed Warbler,Australian Reed Warbler,aurwar1,species,22887,NA,"ARWA,AURW",ACAU,Passeriformes,acroce2,Reed Warblers and Allies,Acrocephalidae,NA,NA,NA
Glaucidium nana,NA,Austral Pygmy-Owl,NA,Australzwergkauz,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(King, PP, 1827)",NA,Glaucidium nana_Austral Pygmy-Owl,Austral Pygmy-Owl,aupowl1,species,8617,NA,"AUPO,APOW",GLNA,Strigiformes,strigi1,Owls,Strigidae,NA,NA,NA
Synallaxis azarae,NA,Azara's Spinetail,NA,Azaradickichtschlüpfer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"d'Orbigny, 1835",SA: w Venezuela bis nw Argentinien,Synallaxis azarae_Azara's Spinetail,Azara's Spinetail,azaspi1,species,14988,NA,AZSP,SYAZ,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Leucophaeus atricilla,NA,Laughing Gull,NA,Aztekenmöwe,,3,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","NA, MA, SA: an Küsten weit verbreitet",Leucophaeus atricilla_Laughing Gull,Laughing Gull,laugul,species,6295,LAGU,NA,LEAT,Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,NA,NA,NA
Cyanocorax caeruleus,NA,Azure Jay,NA,Azurblaurabe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1818)","SA: e Paraguay, ne Argentinien und b Brasilien",Cyanocorax caeruleus_Azure Jay,Azure Jay,azujay1,species,20459,NA,AZJA,CYCA,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Passerina caerulea,NA,Blue Grosbeak,NA,Azurfink,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","NA, MA: s USA bis Costa Rica",Passerina caerulea_Blue Grosbeak,Blue Grosbeak,blugrb1,species,33465,BLGR,NA,PACA,Passeriformes,cardin1,Cardinals and Allies,Cardinalidae,NA,NA,NA
Cyanoloxia rothschildii,Cyanocompsa rothschildii,Amazonian Grosbeak,NA,Azurstirnkardinal,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Cyanoloxia rothschildii_Amazonian Grosbeak,Amazonian Grosbeak,bubgro2,species,33451,NA,AMGR,CYRO,Passeriformes,cardin1,Cardinals and Allies,Cardinalidae,NA,NA,NA
Motacilla alba,NA,White Wagtail,NA,Bachstelze,Ba,1,1,1,1,1,1,,,1,1,NA,"Linnaeus, 1758","PAL: weit verbreitet, auch w Alaska",Motacilla alba_White Wagtail,White Wagtail,whiwag,species,30675,WHWA,PWWA,MOAL,Passeriformes,motaci1,Wagtails and Pipits,Motacillidae,NA,NA,NA
Centronyx bairdii,Ammodramus bairdii,Baird's Sparrow,NA,Bairdammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA: sz Kanada und nz USA,Centronyx bairdii_Baird's Sparrow,Baird's Sparrow,baispa,species,32180,BAIS,BASP,CEBA,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Calidris bairdii,NA,Baird's Sandpiper,NA,Bairdstrandläufer,,2,2,3,,3,NA,,,NA,1,NA,"(Coues, 1861)","NA, PAL: ne Sibirien, Alaska, n Kanada und w Grönland",Calidris bairdii_Baird's Sandpiper,Baird's Sandpiper,baisan,species,5945,BASA,NA,CABA,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Icterus galbula,NA,Baltimore Oriole,NA,Baltimoretrupial,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)",NA: z und se Kanada bis z und se USA,Icterus galbula_Baltimore Oriole,Baltimore Oriole,balori,species,32666,BAOR,NA,ICGA,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Cymbilaimus sanctaemariae,NA,Bamboo Antshrike,NA,Bambusameisenwürger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Gyldenstolpe, 1941",SA: sw Amazonien,Cymbilaimus sanctaemariae_Bamboo Antshrike,Bamboo Antshrike,bamant1,species,12861,NA,BAAN,CYSA,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Abroscopus superciliaris,NA,Yellow-bellied Warbler,NA,Bambusdickichtsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Blyth, 1859)",OR: Südostasien bis Borneo und Java,Abroscopus superciliaris_Yellow-bellied Warbler,Yellow-bellied Warbler,yebwar1,species,24236,NA,YBWA,ABSU,Passeriformes,scotoc1,Bush Warblers and Allies,Scotocercidae,NA,NA,NA
Scytalopus parkeri,NA,Chusquea Tapaculo,NA,Bambustapaculo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Krabbe & Schulenberg, 1997","SA: s Ecuador, n Peru",Scytalopus parkeri_Chusquea Tapaculo,Chusquea Tapaculo,chutap2,species,13843,NA,CHTA,SCPA,Passeriformes,rhinoc1,Tapaculos,Rhinocryptidae,NA,NA,NA
Pheugopedius sclateri,NA,Speckle-breasted Wren,NA,Bänderbrust-Zaunkönig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Taczanowski, 1879)",SA: Kolumbien bis Peru,Pheugopedius sclateri_Speckle-breasted Wren,Speckle-breasted Wren,spbwre2,species,26582,NA,"SBWR,SBWS",PHSC,Passeriformes,troglo1,Wrens,Troglodytidae,NA,NA,NA
Lurocalis semitorquatus,NA,Short-tailed Nighthawk,NA,Bändernachtschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)","MA, SA: weit verbreitet",Lurocalis semitorquatus_Short-tailed Nighthawk,Short-tailed Nighthawk,shtnig1,species,3455,SHTN,STNI,LUSE,Caprimulgiformes,caprim2,Nightjars and Allies,Caprimulgidae,NA,NA,NA
Actinodura strigula,NA,Chestnut-tailed Minla,NA,Bändersiva,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Hodgson, 1837)",NA,Actinodura strigula_Chestnut-tailed Minla,Chestnut-tailed Minla,chtmin1,species,25642,NA,"BTMI,CTM,CTMI",ACST,Passeriformes,leioth1,Laughingthrushes and Allies,Leiothrichidae,NA,NA,NA
Patagioenas fasciata,NA,Band-tailed Pigeon,NA,Bandtaube,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Say, 1822)","NA, MA, SA: sw Britisch Kolumbien bis nw Argentinien",Patagioenas fasciata_Band-tailed Pigeon,Band-tailed Pigeon,batpig1,species,1939,BTPI,NBTP,PAFA,Columbiformes,columb2,Pigeons and Doves,Columbidae,NA,NA,NA
Gallus gallus,NA,Red Junglefowl,NA,Bankivahuhn,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Linnaeus, 1758)","OR: Indien, Südostasien",Gallus gallus_Red Junglefowl,Red Junglefowl,redjun,species,1522,REJU,NA,GAGA,Galliformes,phasia1,"Pheasants, Grouse, and Allies",Phasianidae,NA,NA,NA
Aethia pygmaea,NA,Whiskered Auklet,NA,Bartalk,,NA,NA,NA,NA,NA,NA,,,NA,1,NA,"(Gmelin, JF, 1789)","PAL, NA: nz, nw Pazifik, Küsten",Aethia pygmaea_Whiskered Auklet,Whiskered Auklet,whiauk,species,6241,WHAU,NA,AEPY,Charadriiformes,alcida1,"Auks, Murres, and Puffins",Alcidae,NA,NA,NA
Grallaria varia,NA,Variegated Antpitta,NA,Bartameisenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)","SA: Amazonien, se SA",Grallaria varia_Variegated Antpitta,Variegated Antpitta,varant2,species,13587,NA,VAAN,GRVA,Passeriformes,gralla2,Antpittas,Grallariidae,NA,NA,NA
Strix nebulosa,NA,Great Gray Owl,NA,Bartkauz,,1,NA,NA,3,NA,NA,,,NA,1,NA,"Forster, JR, 1772",NA,Strix nebulosa_Great Gray Owl,Great Gray Owl,grgowl,species,8796,GGOW,NA,STNE,Strigiformes,strigi1,Owls,Strigidae,NA,NA,NA
Myadestes genibarbis,NA,Rufous-throated Solitaire,NA,Bartklarino,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Swainson, 1838",NA: Westindische Inseln,Myadestes genibarbis_Rufous-throated Solitaire,Rufous-throated Solitaire,rutsol1,species,27231,RTSO,NA,MYGE,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Procnias averano,NA,Bearded Bellbird,NA,Bartkotinga,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Hermann, 1783)","SA: n, e",Procnias averano_Bearded Bellbird,Bearded Bellbird,beabel1,species,15292,NA,BEBE,PRAV,Passeriformes,coting1,Cotingas,Cotingidae,NA,NA,NA
Phylloscopus schwarzi,NA,Radde's Warbler,NA,Bartlaubsänger,,2,2,3,3,3,NA,,,NA,1,NA,"(Radde, 1863)",PAL: e Kasachstan und s Russland bis se Russland und,Phylloscopus schwarzi_Radde's Warbler,Radde's Warbler,radwar1,species,23958,NA,RAWA,PHSC,Passeriformes,phyllo4,Leaf Warblers,Phylloscopidae,NA,NA,NA
Panurus biarmicus,NA,Bearded Reedling,NA,Bartmeise,Bam,1,1,1,1,1,1,1,,3,1,NA,"(Linnaeus, 1758)",,Panurus biarmicus_Bearded Reedling,Bearded Reedling,bearee1,species,22002,NA,"BERE,BETI",PABI,Passeriformes,panuri1,Bearded Reedling,Panuridae,NA,NA,NA
Psittacula alexandri,NA,Red-breasted Parakeet,NA,Bartsittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Linnaeus, 1758)",OR: n Indien bis Java und Borneo,Psittacula alexandri_Red-breasted Parakeet,Red-breasted Parakeet,rebpar4,species,11826,NA,RBPA,PSAL,Psittaciformes,psitta4,Old World Parrots,Psittaculidae,NA,NA,NA
Pheugopedius mystacalis,NA,Whiskered Wren,NA,Bartstreif-Zaunkönig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1860)",SA: nw,Pheugopedius mystacalis_Whiskered Wren,Whiskered Wren,whiwre1,species,26540,NA,WHWR,PHMY,Passeriformes,troglo1,Wrens,Troglodytidae,NA,NA,NA
Malacopteron magnirostre,NA,Moustached Babbler,NA,Bartstreif-Zweigdrossling,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Moore, F, 1854)","OR: Malaiische Halbinsel, Sumatra, Borneo",Malacopteron magnirostre_Moustached Babbler,Moustached Babbler,moubab1,species,25269,NA,MOBA,MAMA,Passeriformes,pellor2,Ground Babblers and Allies,Pellorneidae,NA,NA,NA
Vireo altiloquus,NA,Black-whiskered Vireo,NA,Bartvireo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1808)","NA: se USA, Westindische Inseln",Vireo altiloquus_Black-whiskered Vireo,Black-whiskered Vireo,bkwvir,species,18556,BWVI,NA,VIAL,Passeriformes,vireon1,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,NA,NA,NA
Spinus barbatus,NA,Black-chinned Siskin,NA,Bartzeisig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Molina, 1782)","SA: s Chile, s Argentinien und Falklandinseln",Spinus barbatus_Black-chinned Siskin,Black-chinned Siskin,blcsis2,species,31588,NA,BCSI,SPBA,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Morus bassanus,NA,Northern Gannet,NA,Basstölpel,Btö,1,1,NA,NA,NA,NA,,,NA,1,NA,"(Linnaeus, 1758)",AO: n,Morus bassanus_Northern Gannet,Northern Gannet,norgan,species,7011,NOGA,NA,MOBA,Suliformes,sulida1,Boobies and Gannets,Sulidae,NA,NA,NA
Thamnomanes saturninus,NA,Saturnine Antshrike,NA,Bauchflecken-Ameisenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Pelzeln, 1868)","SA: sz, sw Amazonien",Thamnomanes saturninus_Saturnine Antshrike,Saturnine Antshrike,satant1,species,13068,NA,SAAN,THSA,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Spizelloides arborea,NA,American Tree Sparrow,NA,Baumammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Wilson, A, 1810)","NA: n Kanada, Alaska",Spizelloides arborea_American Tree Sparrow,American Tree Sparrow,amtspa,species,32008,ATSP,NA,SPAR,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Falco subbuteo,NA,Eurasian Hobby,NA,Baumfalke,Bf,1,1,1,1,1,2,,,2,1,NA,"Linnaeus, 1758",PAL: weit verbreitet,Falco subbuteo_Eurasian Hobby,Eurasian Hobby,eurhob,species,11539,EHOB,EUHO,FASU,Falconiformes,falcon1,Falcons and Caracaras,Falconidae,NA,NA,NA
Anthus trivialis,NA,Tree Pipit,NA,Baumpieper,Bp,1,1,1,1,1,2,,1,1,1,NA,"(Linnaeus, 1758)",PAL: weit verbreitet,Anthus trivialis_Tree Pipit,Tree Pipit,trepip,species,30811,TRPI,NA,ANTR,Passeriformes,motaci1,Wagtails and Pipits,Motacillidae,NA,NA,NA
Ploceus philippinus,NA,Baya Weaver,NA,Bayaweber,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)",OR: weit verbreitet,Ploceus philippinus_Baya Weaver,Baya Weaver,baywea1,species,29877,NA,BAWE,PLPH,Passeriformes,plocei1,Weavers and Allies,Ploceidae,NA,NA,NA
Oreoscoptes montanus,NA,Sage Thrasher,NA,Beifuß-Spottdrossel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Townsend, JK, 1837)","NA: w, sw USA",Oreoscoptes montanus_Sage Thrasher,Sage Thrasher,sagthr,species,27135,SATH,NA,ORMO,Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,NA,NA,NA
Artemisiospiza nevadensis,NA,Sagebrush Sparrow,NA,Beifußammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Ridgway, 1874)",NA: wz USA,Artemisiospiza nevadensis_Sagebrush Sparrow,Sagebrush Sparrow,sagspa1,species,32118,SABS,SASP,ARNE,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Gallinago gallinago,NA,Common Snipe,NA,Bekassine,Be,1,1,1,1,1,1,1,,2,1,NA,"(Linnaeus, 1758)",PAL: weit verbreitet,Gallinago gallinago_Common Snipe,Common Snipe,comsni,species,5994,COSN,NA,GAGA,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Centropus bengalensis,NA,Lesser Coucal,NA,Bengalenkuckuck,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1788)",OR: weit verbreitet,Centropus bengalensis_Lesser Coucal,Lesser Coucal,lescou1,species,3074,NA,LECO,CEBE,Cuculiformes,cuculi1,Cuckoos,Cuculidae,NA,NA,NA
Oriolus xanthornus,NA,Black-hooded Oriole,NA,Bengalenpirol,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Linnaeus, 1758)",OR: n Indien über Südostasien bis Borneo,Oriolus xanthornus_Black-hooded Oriole,Black-hooded Oriole,blhori1,species,18926,NA,BHOR,ORXA,Passeriformes,orioli1,Old World Orioles,Oriolidae,NA,NA,NA
Pitta brachyura,NA,Indian Pitta,NA,Bengalenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Linnaeus, 1766)",OR: Indien,Pitta brachyura_Indian Pitta,Indian Pitta,indpit1,species,12798,NA,INPI,PIBR,Passeriformes,pittid1,Pittas,Pittidae,NA,NA,NA
Coracias benghalensis,NA,Indian Roller,NA,Bengalenracke,,2,NA,NA,NA,NA,NA,,,NA,2,1,"(Linnaeus, 1758)","PAL, OR: e Arabien bis Indien, Bangladesch, Sri Lanka",Coracias benghalensis_Indian Roller,Indian Roller,indrol2,species,9882,NA,INRO,COBE,Coraciiformes,coraci1,Rollers,Coraciidae,NA,NA,NA
Cypsiurus balasiensis,NA,Asian Palm-Swift,NA,Bengalensegler,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gray, JE, 1829)",NA,Cypsiurus balasiensis_Asian Palm-Swift,Asian Palm-Swift,aspswi1,species,4078,NA,"APSW,ASPS",CYBA,Caprimulgiformes,apodid1,Swifts,Apodidae,NA,NA,NA
Dinopium benghalense,NA,Black-rumped Flameback,NA,Bengalenspecht,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)",OR: Indischer Subkontinent,Dinopium benghalense_Black-rumped Flameback,Black-rumped Flameback,bkrfla1,species,11099,NA,"BRFL,BRF",DIBE,Piciformes,picida1,Woodpeckers,Picidae,NA,NA,NA
Colibri cyanotus,NA,Lesser Violetear,NA,Berg-Veilchenohrkolibri,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Bourcier, 1843)","MA, SA: Costa Rica s bis Bolivien",Colibri cyanotus_Lesser Violetear,Lesser Violetear,lesvio1,species,4261,LEVI,GVE,COCY,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Emberiza tahapisi,NA,Cinnamon-breasted Bunting,NA,Bergammer,,1,NA,NA,NA,NA,NA,,,NA,NA,NA,"Smith, A, 1836","AF: e, s, auch sw Arabische Halbinsel",Emberiza tahapisi_Cinnamon-breasted Bunting,Cinnamon-breasted Bunting,cibbun1,species,31700,NA,CBBU,EMTA,Passeriformes,emberi2,Old World Buntings,Emberizidae,NA,NA,NA
Myiothlypis signata,NA,Pale-legged Warbler,NA,Bergbach-Waldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(von Berlepsch & Stolzmann,",SA: Peru bis nw Argentinien,Myiothlypis signata_Pale-legged Warbler,Pale-legged Warbler,palwar1,species,33173,NA,PLWA,MYSI,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Gracula religiosa,NA,Common Hill Myna,NA,Bergbeo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Gracula religiosa_Common Hill Myna,Common Hill Myna,hilmyn,species,26878,CHIM,"CHM,CHMY",GRRE,Passeriformes,sturni1,Starlings,Sturnidae,NA,NA,NA
Cyornis banyumas,NA,Hill Blue Flycatcher,NA,Bergblauschnäpper,,NA,NA,NA,NA,NA,NA,,,NA,1,1,"(Horsfield, 1821)","OR: n und e Myanmar bis sz China, Thailand und",Cyornis banyumas_Hill Blue Flycatcher,Javan Blue Flycatcher,hibfly3,species,28108,NA,"JBFL,HBF",CYBA,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Phyllergates cucullatus,NA,Mountain Tailorbird,NA,Bergdickichtsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Temminck, 1836)","OR: weit verbreitet, auch Sulawesi",Phyllergates cucullatus_Mountain Tailorbird,Mountain Tailorbird,moutai2,species,24255,NA,MOTA,PHCU,Passeriformes,scotoc1,Bush Warblers and Allies,Scotocercidae,NA,NA,NA
Fringilla montifringilla,NA,Brambling,NA,Bergfink,Ber,1,1,1,1,1,2,,,1,1,NA,"Linnaeus, 1758","PAL: weit verbreitet, auch n Afrika",Fringilla montifringilla_Brambling,Brambling,brambl,species,30923,BRAM,NA,FRMO,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Linaria flavirostris,NA,Twite,NA,Berghänfling,,1,1,2,2,2,NA,,,2,1,NA,"(Linnaeus, 1758)",PAL: weit verbreitet,Linaria flavirostris_Twite,Twite,twite1,species,31403,NA,TWIT,LIFL,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Sialia currucoides,NA,Mountain Bluebird,NA,Berghüttensänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Bechstein, 1798)",NA: w,Sialia currucoides_Mountain Bluebird,Mountain Bluebird,moublu,species,27203,MOBL,NA,SICU,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Parus monticolus,NA,Green-backed Tit,NA,Bergkohlmeise,,NA,NA,NA,NA,NA,NA,,,NA,2,1,"Vigors, 1831","PAL, OR: w Himalaja bis sz Vietnam und Taiwan",Parus monticolus_Green-backed Tit,Green-backed Tit,grbtit1,species,21362,NA,GBTI,PAMO,Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,NA,NA,NA
Cercococcyx montanus,NA,Barred Long-tailed Cuckoo,NA,Bergkuckuck,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Chapin, 1928","AF: e, se",Cercococcyx montanus_Barred Long-tailed Cuckoo,Barred Long-tailed Cuckoo,bltcuc1,species,3315,NA,BLTC,CEMO,Cuculiformes,cuculi1,Cuckoos,Cuculidae,NA,NA,NA
Icterus wagleri,NA,Black-vented Oriole,NA,Berglandtrupial,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sclater, PL, 1857",MA: Mexiko bis Nicaragua,Icterus wagleri_Black-vented Oriole,Black-vented Oriole,bkvori,species,32571,BVOR,NA,ICWA,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Phylloscopus bonelli,NA,Western Bonelli's Warbler,NA,Berglaubsänger,Bls,1,1,1,1,3,NA,,,1,1,NA,"(Vieillot, 1819)","PAL: Spanien und Portugal bis Österreich, Slowenien",Phylloscopus bonelli_Western Bonelli's Warbler,Western Bonelli's Warbler,webwar1,species,23934,NA,WBWA,PHBO,Passeriformes,phyllo4,Leaf Warblers,Phylloscopidae,NA,NA,NA
Catharus frantzii,NA,Ruddy-capped Nightingale-Thrush,NA,Bergmusendrossel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cabanis, 1861",NA,Catharus frantzii_Ruddy-capped Nightingale-Thrush,Ruddy-capped Nightingale-Thrush,rcnthr1,species,27350,RCNT,NA,CAFR,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Anthus spinoletta,NA,Water Pipit,NA,Bergpieper,Bep,1,1,1,1,2,2,,,1,1,NA,"(Linnaeus, 1758)","PAL: z, w, s",Anthus spinoletta_Water Pipit,Water Pipit,watpip1,species,30825,NA,WAPI,ANSP,Passeriformes,motaci1,Wagtails and Pipits,Motacillidae,NA,NA,NA
Prinia crinigera,NA,Striated Prinia,NA,Bergprinie,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hodgson, 1836",NA,Prinia crinigera_Striated Prinia,Himalayan Prinia,strpri2,species,22366,NA,"STPR,HP,HIPR",PRCR,Passeriformes,cistic2,Cisticolas and Allies,Cisticolidae,NA,NA,NA
Horornis fortipes,NA,Brownish-flanked Bush Warbler,NA,Bergseidensänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hodgson, 1845",NA,Horornis fortipes_Brownish-flanked Bush Warbler,Brownish-flanked Bush Warbler,bfbwar1,species,24297,NA,BFBW,HOFO,Passeriformes,scotoc1,Bush Warblers and Allies,Scotocercidae,NA,NA,NA
Calidris mauri,NA,Western Sandpiper,NA,Bergstrandläufer,,3,3,NA,NA,NA,NA,,,NA,NA,NA,"(Cabanis, 1857)","NA, PAL: ne Sibirien, w und n Alaska",Calidris mauri_Western Sandpiper,Western Sandpiper,wessan,species,5957,WESA,NA,CAMA,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Geotrygon montana,NA,Ruddy Quail-Dove,NA,Bergtaube,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","MA, SA: weit verbreitet",Geotrygon montana_Ruddy Quail-Dove,Ruddy Quail-Dove,ruqdov,species,2271,RUQD,RQDO,GEMO,Columbiformes,columb2,Pigeons and Doves,Columbidae,NA,NA,NA
Nothocercus bonapartei,NA,Highland Tinamou,NA,Bergtinamu,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Nothocercus bonapartei_Highland Tinamou,Highland Tinamou,higtin1,species,20,HITI,NA,NOBO,Tinamiformes,tinami1,Tinamous,Tinamidae,NA,NA,NA
Oreortyx pictus,NA,Mountain Quail,NA,Bergwachtel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Douglas, 1829)","NA, MA: sw Kanada bis Baja California",Oreortyx pictus_Mountain Quail,Mountain Quail,mouqua,species,920,MOUQ,MOQU,ORPI,Galliformes,odonto1,New World Quail,Odontophoridae,NA,NA,NA
Lepidocolaptes lacrymiger,NA,Montane Woodcreeper,NA,Bergwald-Baumsteiger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1849)",SA: w Venezuela bis z Bolivien,Lepidocolaptes lacrymiger_Montane Woodcreeper,Montane Woodcreeper,monwoo1,species,14313,NA,MOWO,LELA,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Larus glaucescens,NA,Glaucous-winged Gull,NA,Beringmöwe,,NA,NA,NA,NA,NA,NA,,,NA,1,NA,"Naumann, JF, 1840","PAL, NA: küstennaher n Pazifik",Larus glaucescens_Glaucous-winged Gull,Glaucous-winged Gull,glwgul,species,6382,GWGU,NA,LAGL,Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,NA,NA,NA
Remiz pendulinus,NA,Eurasian Penduline-Tit,NA,Beutelmeise,Bem,1,1,1,1,1,1,,,2,1,NA,"(Linnaeus, 1758)",NA,Remiz pendulinus_Eurasian Penduline-Tit,Eurasian Penduline-Tit,euptit1,species,21463,NA,"EPTI,EUPT",REPE,Passeriformes,remizi1,Penduline-Tits,Remizidae,NA,NA,NA
Catharus bicknelli,NA,Bicknell's Thrush,NA,Bicknellmusendrossel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Ridgway, 1882)",NA: ne USA und se Kanada,Catharus bicknelli_Bicknell's Thrush,Bicknell's Thrush,bicthr,species,27377,BITH,NA,CABI,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Merops apiaster,NA,European Bee-eater,NA,Bienenfresser,Bie,1,1,1,1,3,2,,,2,1,NA,"Linnaeus, 1758","PAL, AF: nw Afrika, sw Europa bis z Asien; Südafrika",Merops apiaster_European Bee-eater,European Bee-eater,eubeat1,species,9862,NA,"EBEA,EUBE",MEAP,Coraciiformes,meropi1,Bee-eaters,Meropidae,NA,NA,NA
